activity subject variable mean std
5 14 BodyGyro.Z           7.904759e-02 -0.9465891347
5 14 BodyGyro.Z.1        -9.509999e-01 -0.9501627052
5 14 BodyGyroJerk.X      -1.007185e-01 -0.9699488752
5 14 BodyGyroJerk.Y      -4.500968e-02 -0.9706929555
5 14 BodyGyroJerk.Z      -5.090362e-02 -0.9746878658
5 14 BodyGyroJerkMag     -9.748733e-01 -0.9668342170
5 14 BodyGyroMag         -9.435300e-01 -0.9314262038
5 14 GravityAcc.X         8.753196e-01 -0.9720053663
5 14 GravityAcc.Y        -2.266922e-01 -0.9657810483
5 14 GravityAcc.Z        -3.381749e-01 -0.9407577180
5 14 GravityAccMag       -9.434568e-01 -0.9367355772
5 15 BodyAcc.X            2.789158e-01 -0.9889492474
5 15 BodyAcc.X.1         -9.867250e-01 -0.9900609626
5 15 BodyAcc.Y           -1.835164e-02 -0.9319001483
5 15 BodyAcc.Y.1         -9.433488e-01 -0.9302864434
5 15 BodyAcc.Z           -1.059108e-01 -0.9516702579
5 15 BodyAcc.Z.1         -9.654735e-01 -0.9479059113
5 15 BodyAccJerk.X        7.522807e-02 -0.9854590685
5 15 BodyAccJerk.X.1     -9.853535e-01 -0.9869341336
5 15 BodyAccJerk.Y        6.172555e-03 -0.9677203996
5 15 BodyAccJerk.Y.1     -9.678847e-01 -0.9699341036
5 15 BodyAccJerk.Z       -6.587371e-03 -0.9853019408
5 15 BodyAccJerk.Z.1     -9.826323e-01 -0.9866544594
5 15 BodyAccJerkMag      -9.814951e-01 -0.9799948006
5 15 BodyAccMag          -9.612076e-01 -0.9486004326
5 15 BodyAccMag.1        -9.603373e-01 -0.9502040458
5 15 BodyBodyAccJerkMag  -9.790788e-01 -0.9801840866
5 15 BodyBodyGyroJerkMag -9.831881e-01 -0.9803297094
5 15 BodyBodyGyroMag     -9.567339e-01 -0.9288383038
5 15 BodyGyro.X          -2.624336e-02 -0.9477908021
5 15 BodyGyro.X.1        -9.503803e-01 -0.9482752342
5 15 BodyGyro.Y          -6.596375e-02 -0.9713325843
5 15 BodyGyro.Y.1        -9.751339e-01 -0.9694428821
5 15 BodyGyro.Z           7.619467e-02 -0.9681670464
5 15 BodyGyro.Z.1        -9.682649e-01 -0.9712821836
5 15 BodyGyroJerk.X      -1.013588e-01 -0.9715143121
5 15 BodyGyroJerk.Y      -4.385075e-02 -0.9881074140
5 15 BodyGyroJerk.Z      -5.227840e-02 -0.9812931179
5 15 BodyGyroJerkMag     -9.844071e-01 -0.9814328275
5 15 BodyGyroMag         -9.469614e-01 -0.9312867787
5 15 GravityAcc.X         9.655289e-01 -0.9884320847
5 15 GravityAcc.Y        -1.647132e-01 -0.9656879783
5 15 GravityAcc.Z         6.459760e-02 -0.9588101532
5 15 GravityAccMag       -9.612076e-01 -0.9486004326
5 16 BodyAcc.X            2.834974e-01 -0.9890768118
5 16 BodyAcc.X.1         -9.894277e-01 -0.9891006206
5 16 BodyAcc.Y           -1.659997e-02 -0.9602982677
5 16 BodyAcc.Y.1         -9.693140e-01 -0.9581743101
5 16 BodyAcc.Z           -1.036577e-01 -0.9534689617
5 16 BodyAcc.Z.1         -9.699995e-01 -0.9485402671
5 16 BodyAccJerk.X        7.364389e-02 -0.9910264974
5 16 BodyAccJerk.X.1     -9.910386e-01 -0.9918471496
5 16 BodyAccJerk.Y        1.207680e-02 -0.9826219547
5 16 BodyAccJerk.Y.1     -9.824254e-01 -0.9842364622
5 16 BodyAccJerk.Z       -4.763106e-03 -0.9880738256
5 16 BodyAccJerk.Z.1     -9.860919e-01 -0.9886579603
5 16 BodyAccJerkMag      -9.892052e-01 -0.9867615506
5 16 BodyAccMag          -9.699488e-01 -0.9572944945
5 16 BodyAccMag.1        -9.710826e-01 -0.9571735719
5 16 BodyBodyAccJerkMag  -9.865027e-01 -0.9859127169
5 16 BodyBodyGyroJerkMag -9.911724e-01 -0.9906728008
5 16 BodyBodyGyroMag     -9.754486e-01 -0.9635747360
5 16 BodyGyro.X          -2.993373e-02 -0.9734001076
5 16 BodyGyro.X.1        -9.731574e-01 -0.9739268850
5 16 BodyGyro.Y          -6.866773e-02 -0.9801102773
5 16 BodyGyro.Y.1        -9.835942e-01 -0.9784024187
5 16 BodyGyro.Z           8.673427e-02 -0.9823570064
5 16 BodyGyro.Z.1        -9.836393e-01 -0.9835274021
5 16 BodyGyroJerk.X      -1.001073e-01 -0.9871023227
5 16 BodyGyroJerk.Y      -4.249822e-02 -0.9925894412
5 16 BodyGyroJerk.Z      -5.443353e-02 -0.9926985229
5 16 BodyGyroJerkMag     -9.928486e-01 -0.9908094274
5 16 BodyGyroMag         -9.725282e-01 -0.9641057685
5 16 GravityAcc.X         9.415877e-01 -0.9853596899
5 16 GravityAcc.Y        -5.788670e-02 -0.9805524358
5 16 GravityAcc.Z        -1.667375e-01 -0.9595628308
5 16 GravityAccMag       -9.699488e-01 -0.9572944945
5 17 BodyAcc.X            2.779425e-01 -0.9911639199
5 17 BodyAcc.X.1         -9.909275e-01 -0.9913185283
5 17 BodyAcc.Y           -1.741201e-02 -0.9681766637
5 17 BodyAcc.Y.1         -9.741706e-01 -0.9664273238
5 17 BodyAcc.Z           -1.114321e-01 -0.9704626792
5 17 BodyAcc.Z.1         -9.802316e-01 -0.9669990009
5 17 BodyAccJerk.X        7.408650e-02 -0.9920940055
5 17 BodyAccJerk.X.1     -9.921292e-01 -0.9927753777
5 17 BodyAccJerk.Y        6.578535e-03 -0.9866612597
5 17 BodyAccJerk.Y.1     -9.862783e-01 -0.9882003495
5 17 BodyAccJerk.Z       -4.035996e-03 -0.9912170273
5 17 BodyAccJerk.Z.1     -9.895636e-01 -0.9914503777
5 17 BodyAccJerkMag      -9.917428e-01 -0.9903632482
5 17 BodyAccMag          -9.776360e-01 -0.9753773099
5 17 BodyAccMag.1        -9.809677e-01 -0.9755048406
5 17 BodyBodyAccJerkMag  -9.901628e-01 -0.9894720867
5 17 BodyBodyGyroJerkMag -9.927239e-01 -0.9921773036
5 17 BodyBodyGyroMag     -9.842911e-01 -0.9772634187
5 17 BodyGyro.X          -2.695769e-02 -0.9813730829
5 17 BodyGyro.X.1        -9.806963e-01 -0.9817913181
5 17 BodyGyro.Y          -7.706321e-02 -0.9851211646
5 17 BodyGyro.Y.1        -9.873340e-01 -0.9839465849
5 17 BodyGyro.Z           8.805619e-02 -0.9855383633
5 17 BodyGyro.Z.1        -9.859550e-01 -0.9867252749
5 17 BodyGyroJerk.X      -1.012892e-01 -0.9892571963
5 17 BodyGyroJerk.Y      -4.045188e-02 -0.9936999086
5 17 BodyGyroJerk.Z      -5.463313e-02 -0.9923270995
5 17 BodyGyroJerkMag     -9.936730e-01 -0.9923721173
5 17 BodyGyroMag         -9.781846e-01 -0.9776808374
5 17 GravityAcc.X         9.046785e-01 -0.9857513658
5 17 GravityAcc.Y        -2.574868e-01 -0.9758104760
5 17 GravityAcc.Z        -2.026878e-01 -0.9691717622
5 17 GravityAccMag       -9.776360e-01 -0.9753773099
5 18 BodyAcc.X            2.784588e-01 -0.9920197627
5 18 BodyAcc.X.1         -9.904099e-01 -0.9927890685
5 18 BodyAcc.Y           -1.663535e-02 -0.9542234363
5 18 BodyAcc.Y.1         -9.612391e-01 -0.9529119948
5 18 BodyAcc.Z           -1.084534e-01 -0.9618739092
5 18 BodyAcc.Z.1         -9.757728e-01 -0.9572161779
5 18 BodyAccJerk.X        7.535395e-02 -0.9894366738
5 18 BodyAccJerk.X.1     -9.895450e-01 -0.9902879334
5 18 BodyAccJerk.Y        1.046987e-02 -0.9752778368
5 18 BodyAccJerk.Y.1     -9.752437e-01 -0.9771790322
5 18 BodyAccJerk.Z       -1.816405e-03 -0.9884552495
5 18 BodyAccJerk.Z.1     -9.862657e-01 -0.9892758390
5 18 BodyAccJerkMag      -9.859653e-01 -0.9860152859
5 18 BodyAccMag          -9.726075e-01 -0.9722855455
5 18 BodyAccMag.1        -9.767976e-01 -0.9732648536
5 18 BodyBodyAccJerkMag  -9.849871e-01 -0.9862773567
5 18 BodyBodyGyroJerkMag -9.889607e-01 -0.9884074652
5 18 BodyBodyGyroMag     -9.723526e-01 -0.9591134574
5 18 BodyGyro.X          -2.658732e-02 -0.9622542496
5 18 BodyGyro.X.1        -9.644289e-01 -0.9622727116
5 18 BodyGyro.Y          -7.322601e-02 -0.9804171342
5 18 BodyGyro.Y.1        -9.835612e-01 -0.9788018485
5 18 BodyGyro.Z           8.431907e-02 -0.9728204027
5 18 BodyGyro.Z.1        -9.742944e-01 -0.9748225896
5 18 BodyGyroJerk.X      -9.871740e-02 -0.9819709659
5 18 BodyGyroJerk.Y      -4.065734e-02 -0.9911519732
5 18 BodyGyroJerk.Z      -5.323845e-02 -0.9862590158
5 18 BodyGyroJerkMag     -9.886860e-01 -0.9885196658
5 18 BodyGyroMag         -9.630068e-01 -0.9597971181
5 18 GravityAcc.X         9.475732e-01 -0.9942700752
5 18 GravityAcc.Y        -2.042063e-01 -0.9813359419
5 18 GravityAcc.Z        -4.857671e-02 -0.9760442914
5 18 GravityAccMag       -9.726075e-01 -0.9722855455
5 19 BodyAcc.X            2.781723e-01 -0.9899109968
5 19 BodyAcc.X.1         -9.873520e-01 -0.9911616714
5 19 BodyAcc.Y           -1.542441e-02 -0.9444302707
5 19 BodyAcc.Y.1         -9.528729e-01 -0.9431937551
5 19 BodyAcc.Z           -1.090419e-01 -0.9525996540
5 19 BodyAcc.Z.1         -9.685434e-01 -0.9477539616
5 19 BodyAccJerk.X        7.541204e-02 -0.9847920352
5 19 BodyAccJerk.X.1     -9.850396e-01 -0.9859137223
5 19 BodyAccJerk.Y        9.913383e-03 -0.9705432766
5 19 BodyAccJerk.Y.1     -9.700113e-01 -0.9735885178
5 19 BodyAccJerk.Z        1.292163e-03 -0.9861424919
5 19 BodyAccJerk.Z.1     -9.834633e-01 -0.9875245875
5 19 BodyAccJerkMag      -9.830689e-01 -0.9796408381
5 19 BodyAccMag          -9.605057e-01 -0.9625493425
5 19 BodyAccMag.1        -9.689108e-01 -0.9642591108
5 19 BodyBodyAccJerkMag  -9.791354e-01 -0.9791791495
5 19 BodyBodyGyroJerkMag -9.845366e-01 -0.9822285822
5 19 BodyBodyGyroMag     -9.585781e-01 -0.9367235485
5 19 BodyGyro.X          -2.509057e-02 -0.9461097119
5 19 BodyGyro.X.1        -9.478656e-01 -0.9466070456
5 19 BodyGyro.Y          -6.314298e-02 -0.9695763237
5 19 BodyGyro.Y.1        -9.750617e-01 -0.9669672381
5 19 BodyGyro.Z           7.105202e-02 -0.9607342584
5 19 BodyGyro.Z.1        -9.651006e-01 -0.9632127918
5 19 BodyGyroJerk.X      -9.904679e-02 -0.9751266874
5 19 BodyGyroJerk.Y      -4.229185e-02 -0.9880966722
5 19 BodyGyroJerk.Z      -5.237699e-02 -0.9834539112
5 19 BodyGyroJerkMag     -9.858016e-01 -0.9830694279
5 19 BodyGyroMag         -9.417450e-01 -0.9379510315
5 19 GravityAcc.X         9.440458e-01 -0.9924115425
5 19 GravityAcc.Y        -2.238978e-01 -0.9714266078
5 19 GravityAcc.Z         1.306437e-01 -0.9588620440
5 19 GravityAccMag       -9.605057e-01 -0.9625493425
5 20 BodyAcc.X            2.780769e-01 -0.9672099612
5 20 BodyAcc.X.1         -9.619327e-01 -0.9698061789
5 20 BodyAcc.Y           -1.806950e-02 -0.8754104111
5 20 BodyAcc.Y.1         -8.981942e-01 -0.8725254095
5 20 BodyAcc.Z           -1.004028e-01 -0.9131424816
5 20 BodyAcc.Z.1         -9.299858e-01 -0.9109958603
5 20 BodyAccJerk.X        7.635562e-02 -0.9595283322
5 20 BodyAccJerk.X.1     -9.597105e-01 -0.9630989115
5 20 BodyAccJerk.Y        1.169302e-02 -0.9356056510
5 20 BodyAccJerk.Y.1     -9.357176e-01 -0.9404741789
5 20 BodyAccJerk.Z       -6.136819e-03 -0.9589363110
5 20 BodyAccJerk.Z.1     -9.527411e-01 -0.9639730977
5 20 BodyAccJerkMag      -9.566249e-01 -0.9384543723
5 20 BodyAccMag          -9.224069e-01 -0.9106720948
5 20 BodyAccMag.1        -9.212256e-01 -0.9186518803
5 20 BodyBodyAccJerkMag  -9.400079e-01 -0.9360250330
5 20 BodyBodyGyroJerkMag -9.296000e-01 -0.9272257204
5 20 BodyBodyGyroMag     -8.794377e-01 -0.8491273471
5 20 BodyGyro.X          -2.413350e-02 -0.8867491727
5 20 BodyGyro.X.1        -8.810194e-01 -0.8905257051
5 20 BodyGyro.Y          -6.983089e-02 -0.9039139407
5 20 BodyGyro.Y.1        -9.106491e-01 -0.9012374996
5 20 BodyGyro.Z           7.736714e-02 -0.9073433247
5 20 BodyGyro.Z.1        -9.114099e-01 -0.9148720144
5 20 BodyGyroJerk.X      -1.020491e-01 -0.9216442399
5 20 BodyGyroJerk.Y      -4.321524e-02 -0.9476330707
5 20 BodyGyroJerk.Z      -5.181522e-02 -0.9486698548
5 20 BodyGyroJerkMag     -9.479365e-01 -0.9263287884
5 20 BodyGyroMag         -8.836750e-01 -0.8436834103
5 20 GravityAcc.X         9.112318e-01 -0.9819169421
5 20 GravityAcc.Y        -3.059387e-01 -0.9574627214
5 20 GravityAcc.Z         7.086553e-02 -0.9424373256
5 20 GravityAccMag       -9.224069e-01 -0.9106720948
5 21 BodyAcc.X            2.769522e-01 -0.9814199611
5 21 BodyAcc.X.1         -9.783277e-01 -0.9828928366
5 21 BodyAcc.Y           -1.670847e-02 -0.9436016254
5 21 BodyAcc.Y.1         -9.496949e-01 -0.9435451575
5 21 BodyAcc.Z           -1.104179e-01 -0.9461234071
5 21 BodyAcc.Z.1         -9.602741e-01 -0.9424589083
5 21 BodyAccJerk.X        7.545439e-02 -0.9770633501
5 21 BodyAccJerk.X.1     -9.768030e-01 -0.9795304854
5 21 BodyAccJerk.Y        1.006212e-02 -0.9639214582
5 21 BodyAccJerk.Y.1     -9.645030e-01 -0.9660240760
5 21 BodyAccJerk.Z       -3.320937e-03 -0.9779156772
5 21 BodyAccJerk.Z.1     -9.747806e-01 -0.9797233397
5 21 BodyAccJerkMag      -9.747652e-01 -0.9716065149
5 21 BodyAccMag          -9.587743e-01 -0.9569198982
5 21 BodyAccMag.1        -9.622913e-01 -0.9600418444
5 21 BodyBodyAccJerkMag  -9.706343e-01 -0.9719261174
5 21 BodyBodyGyroJerkMag -9.761268e-01 -0.9777066196
5 21 BodyBodyGyroMag     -9.567230e-01 -0.9477631729
5 21 BodyGyro.X          -1.917319e-02 -0.9625145261
5 21 BodyGyro.X.1        -9.569900e-01 -0.9645303158
5 21 BodyGyro.Y          -7.381159e-02 -0.9559791927
5 21 BodyGyro.Y.1        -9.600826e-01 -0.9540809137
5 21 BodyGyro.Z           8.648633e-02 -0.9593270220
5 21 BodyGyro.Z.1        -9.594326e-01 -0.9631245721
5 21 BodyGyroJerk.X      -1.031998e-01 -0.9718664946
5 21 BodyGyroJerk.Y      -4.043008e-02 -0.9768158940
5 21 BodyGyroJerk.Z      -5.382117e-02 -0.9754272593
5 21 BodyGyroJerkMag     -9.768571e-01 -0.9761536878
5 21 BodyGyroMag         -9.498372e-01 -0.9456144018
5 21 GravityAcc.X         8.812133e-01 -0.9829066689
5 21 GravityAcc.Y        -3.461556e-01 -0.9776814160
5 21 GravityAcc.Z        -2.076857e-01 -0.9585900022
5 21 GravityAccMag       -9.587743e-01 -0.9569198982
5 22 BodyAcc.X            2.790539e-01 -0.9850005271
5 22 BodyAcc.X.1         -9.803739e-01 -0.9874003060
5 22 BodyAcc.Y           -1.585632e-02 -0.9226932884
5 22 BodyAcc.Y.1         -9.291614e-01 -0.9236575584
5 22 BodyAcc.Z           -1.049674e-01 -0.9422016552
5 22 BodyAcc.Z.1         -9.571018e-01 -0.9384098849
5 22 BodyAccJerk.X        7.523229e-02 -0.9756390806
5 22 BodyAccJerk.X.1     -9.749692e-01 -0.9787730010
5 22 BodyAccJerk.Y        1.072870e-02 -0.9523034940
5 22 BodyAccJerk.Y.1     -9.521415e-01 -0.9561699643
5 22 BodyAccJerk.Z       -6.262917e-03 -0.9814780649
5 22 BodyAccJerk.Z.1     -9.775674e-01 -0.9843052383
5 22 BodyAccJerkMag      -9.758760e-01 -0.9588250954
5 22 BodyAccMag          -9.548077e-01 -0.9398663151
5 22 BodyAccMag.1        -9.490445e-01 -0.9437391352
5 22 BodyBodyAccJerkMag  -9.597439e-01 -0.9566539597
5 22 BodyBodyGyroJerkMag -9.683778e-01 -0.9653447267
5 22 BodyBodyGyroMag     -9.320653e-01 -0.9002224113
5 22 BodyGyro.X          -2.752018e-02 -0.9178370433
5 22 BodyGyro.X.1        -9.170181e-01 -0.9198517824
5 22 BodyGyro.Y          -6.900677e-02 -0.9647146729
5 22 BodyGyro.Y.1        -9.706824e-01 -0.9621727367
5 22 BodyGyro.Z           7.334666e-02 -0.9605825103
5 22 BodyGyro.Z.1        -9.623278e-01 -0.9636527789
5 22 BodyGyroJerk.X      -9.750135e-02 -0.9497160287
5 22 BodyGyroJerk.Y      -4.209987e-02 -0.9849001343
5 22 BodyGyroJerk.Z      -5.131792e-02 -0.9797535724
5 22 BodyGyroJerkMag     -9.786035e-01 -0.9660861484
5 22 BodyGyroMag         -9.316243e-01 -0.9007765556
5 22 GravityAcc.X         9.540643e-01 -0.9928272983
5 22 GravityAcc.Y        -2.264188e-01 -0.9710807429
5 22 GravityAcc.Z         3.238250e-02 -0.9588902016
5 22 GravityAccMag       -9.548077e-01 -0.9398663151
5 23 BodyAcc.X            2.778993e-01 -0.9854215196
5 23 BodyAcc.X.1         -9.836272e-01 -0.9863333856
5 23 BodyAcc.Y           -1.774755e-02 -0.9584444925
5 23 BodyAcc.Y.1         -9.628318e-01 -0.9580424112
5 23 BodyAcc.Z           -1.105970e-01 -0.9294097451
5 23 BodyAcc.Z.1         -9.451706e-01 -0.9261100991
5 23 BodyAccJerk.X        7.502065e-02 -0.9831419590
5 23 BodyAccJerk.X.1     -9.832833e-01 -0.9845316422
5 23 BodyAccJerk.Y        1.058615e-02 -0.9752199837
5 23 BodyAccJerk.Y.1     -9.751766e-01 -0.9771579978
5 23 BodyAccJerk.Z       -5.292609e-03 -0.9735952154
5 23 BodyAccJerk.Z.1     -9.696102e-01 -0.9762413159
5 23 BodyAccJerkMag      -9.786715e-01 -0.9748115282
5 23 BodyAccMag          -9.572123e-01 -0.9516698575
5 23 BodyAccMag.1        -9.579862e-01 -0.9552913565
5 23 BodyBodyAccJerkMag  -9.737982e-01 -0.9750536875
5 23 BodyBodyGyroJerkMag -9.725988e-01 -0.9738496915
5 23 BodyBodyGyroMag     -9.445838e-01 -0.9248054215
5 23 BodyGyro.X          -3.273977e-02 -0.9420112403
5 23 BodyGyro.X.1        -9.475104e-01 -0.9416985156
5 23 BodyGyro.Y          -6.522648e-02 -0.9480747609
5 23 BodyGyro.Y.1        -9.527812e-01 -0.9458711860
5 23 BodyGyro.Z           8.168890e-02 -0.9623896894
5 23 BodyGyro.Z.1        -9.679396e-01 -0.9642499225
5 23 BodyGyroJerk.X      -9.814811e-02 -0.9727707021
5 23 BodyGyroJerk.Y      -4.167742e-02 -0.9725095232
5 23 BodyGyroJerk.Z      -5.482263e-02 -0.9846545165
5 23 BodyGyroJerkMag     -9.763993e-01 -0.9723873653
5 23 BodyGyroMag         -9.384303e-01 -0.9237965656
5 23 GravityAcc.X         9.198571e-01 -0.9846103850
5 23 GravityAcc.Y        -1.174014e-01 -0.9848186488
5 23 GravityAcc.Z        -2.236312e-01 -0.9471997344
5 23 GravityAccMag       -9.572123e-01 -0.9516698575
5 24 BodyAcc.X            2.803489e-01 -0.9872558712
5 24 BodyAcc.X.1         -9.841836e-01 -0.9888518535
5 24 BodyAcc.Y           -1.447853e-02 -0.9368719743
5 24 BodyAcc.Y.1         -9.489702e-01 -0.9344547913
5 24 BodyAcc.Z           -1.082226e-01 -0.9302835301
5 24 BodyAcc.Z.1         -9.538176e-01 -0.9238024677
5 24 BodyAccJerk.X        7.461774e-02 -0.9805738368
5 24 BodyAccJerk.X.1     -9.811616e-01 -0.9817216910
5 24 BodyAccJerk.Y        1.098397e-02 -0.9677456387
5 24 BodyAccJerk.Y.1     -9.677206e-01 -0.9702281842
5 24 BodyAccJerk.Z       -3.587749e-03 -0.9777163549
5 24 BodyAccJerk.Z.1     -9.741705e-01 -0.9799367409
5 24 BodyAccJerkMag      -9.776210e-01 -0.9731083430
5 24 BodyAccMag          -9.500610e-01 -0.9479010117
5 24 BodyAccMag.1        -9.600661e-01 -0.9495225564
5 24 BodyBodyAccJerkMag  -9.722514e-01 -0.9731955096
5 24 BodyBodyGyroJerkMag -9.811192e-01 -0.9797551000
5 24 BodyBodyGyroMag     -9.639223e-01 -0.9544071770
5 24 BodyGyro.X          -2.786115e-02 -0.9607386603
5 24 BodyGyro.X.1        -9.585402e-01 -0.9618856952
5 24 BodyGyro.Y          -6.925467e-02 -0.9672985187
5 24 BodyGyro.Y.1        -9.704265e-01 -0.9657980555
5 24 BodyGyro.Z           7.712461e-02 -0.9699586781
5 24 BodyGyro.Z.1        -9.701334e-01 -0.9726886522
5 24 BodyGyroJerk.X      -9.919477e-02 -0.9758568091
5 24 BodyGyroJerk.Y      -4.317386e-02 -0.9819835720
5 24 BodyGyroJerk.Z      -5.171804e-02 -0.9832768835
5 24 BodyGyroJerkMag     -9.823873e-01 -0.9799957187
5 24 BodyGyroMag         -9.545186e-01 -0.9531047788
5 24 GravityAcc.X         9.664423e-01 -0.9921975919
5 24 GravityAcc.Y        -1.452013e-01 -0.9681553887
5 24 GravityAcc.Z        -5.305854e-02 -0.9461849494
5 24 GravityAccMag       -9.500610e-01 -0.9479010117
5 25 BodyAcc.X            2.780137e-01 -0.9919701268
5 25 BodyAcc.X.1         -9.900932e-01 -0.9928517432
5 25 BodyAcc.Y           -1.635697e-02 -0.9545692259
5 25 BodyAcc.Y.1         -9.598462e-01 -0.9541793300
5 25 BodyAcc.Z           -1.073530e-01 -0.9646426881
5 25 BodyAcc.Z.1         -9.740512e-01 -0.9621237397
5 25 BodyAccJerk.X        7.523373e-02 -0.9883126584
5 25 BodyAccJerk.X.1     -9.884047e-01 -0.9893398908
5 25 BodyAccJerk.Y        6.632140e-03 -0.9722724105
5 25 BodyAccJerk.Y.1     -9.725545e-01 -0.9740295035
5 25 BodyAccJerk.Z       -6.228088e-03 -0.9870626851
5 25 BodyAccJerk.Z.1     -9.848323e-01 -0.9878980484
5 25 BodyAccJerkMag      -9.846471e-01 -0.9826370809
5 25 BodyAccMag          -9.726636e-01 -0.9680756293
5 25 BodyAccMag.1        -9.723554e-01 -0.9702036604
5 25 BodyBodyAccJerkMag  -9.822942e-01 -0.9820833150
5 25 BodyBodyGyroJerkMag -9.840178e-01 -0.9830989359
5 25 BodyBodyGyroMag     -9.689725e-01 -0.9610903969
5 25 BodyGyro.X          -2.479468e-02 -0.9713574212
5 25 BodyGyro.X.1        -9.680785e-01 -0.9726641700
5 25 BodyGyro.Y          -6.988769e-02 -0.9767576211
5 25 BodyGyro.Y.1        -9.783999e-01 -0.9759606661
5 25 BodyGyro.Z           8.526854e-02 -0.9718141392
5 25 BodyGyro.Z.1        -9.704569e-01 -0.9749820881
5 25 BodyGyroJerk.X      -1.004737e-01 -0.9779096939
5 25 BodyGyroJerk.Y      -4.182946e-02 -0.9872421400
5 25 BodyGyroJerk.Z      -5.569791e-02 -0.9807222945
5 25 BodyGyroJerkMag     -9.850920e-01 -0.9832308096
5 25 BodyGyroMag         -9.670774e-01 -0.9598842743
5 25 GravityAcc.X         9.297947e-01 -0.9931482677
5 25 GravityAcc.Y        -1.593168e-01 -0.9806429707
5 25 GravityAcc.Z         2.011821e-01 -0.9677925786
5 25 GravityAccMag       -9.726636e-01 -0.9680756293
5 26 BodyAcc.X            2.811270e-01 -0.9930693688
5 26 BodyAcc.X.1         -9.919934e-01 -0.9937024084
5 26 BodyAcc.Y           -1.666083e-02 -0.9494661554
5 26 BodyAcc.Y.1         -9.584023e-01 -0.9478296774
5 26 BodyAcc.Z           -1.102378e-01 -0.9629884014
5 26 BodyAcc.Z.1         -9.732152e-01 -0.9600277955
5 26 BodyAccJerk.X        7.535782e-02 -0.9904983550
5 26 BodyAccJerk.X.1     -9.905870e-01 -0.9912756620
5 26 BodyAccJerk.Y        8.173223e-03 -0.9759354854
5 26 BodyAccJerk.Y.1     -9.762671e-01 -0.9773549495
5 26 BodyAccJerk.Z       -2.194978e-03 -0.9866934486
5 26 BodyAccJerk.Z.1     -9.845639e-01 -0.9874280862
5 26 BodyAccJerkMag      -9.869852e-01 -0.9826262530
5 26 BodyAccMag          -9.685117e-01 -0.9626972992
5 26 BodyAccMag.1        -9.706053e-01 -0.9639092993
5 26 BodyBodyAccJerkMag  -9.828769e-01 -0.9811293127
5 26 BodyBodyGyroJerkMag -9.857623e-01 -0.9833139961
5 26 BodyBodyGyroMag     -9.723331e-01 -0.9629676058
5 26 BodyGyro.X          -2.453458e-02 -0.9737851112
5 26 BodyGyro.X.1        -9.693643e-01 -0.9753216457
5 26 BodyGyro.Y          -7.313858e-02 -0.9824081427
5 26 BodyGyro.Y.1        -9.838859e-01 -0.9817408731
5 26 BodyGyro.Z           7.767068e-02 -0.9748913607
5 26 BodyGyro.Z.1        -9.744593e-01 -0.9773510050
5 26 BodyGyroJerk.X      -1.003560e-01 -0.9784724093
5 26 BodyGyroJerk.Y      -4.090120e-02 -0.9897669899
5 26 BodyGyroJerk.Z      -5.325419e-02 -0.9859925032
5 26 BodyGyroJerkMag     -9.885448e-01 -0.9842537924
5 26 BodyGyroMag         -9.686740e-01 -0.9626535855
5 26 GravityAcc.X         9.654609e-01 -0.9926787822
5 26 GravityAcc.Y        -1.403154e-01 -0.9669864338
5 26 GravityAcc.Z         8.841427e-02 -0.9642284707
5 26 GravityAccMag       -9.685117e-01 -0.9626972992
5 27 BodyAcc.X            2.795669e-01 -0.9919515835
5 27 BodyAcc.X.1         -9.901218e-01 -0.9928758252
5 27 BodyAcc.Y           -1.659324e-02 -0.9551714190
5 27 BodyAcc.Y.1         -9.613561e-01 -0.9543816064
5 27 BodyAcc.Z           -1.078358e-01 -0.9624084449
5 27 BodyAcc.Z.1         -9.741462e-01 -0.9589247941
5 27 BodyAccJerk.X        7.496998e-02 -0.9876283620
5 27 BodyAccJerk.X.1     -9.877717e-01 -0.9886068100
5 27 BodyAccJerk.Y        1.224333e-02 -0.9758297250
5 27 BodyAccJerk.Y.1     -9.758687e-01 -0.9776055820
5 27 BodyAccJerk.Z       -1.379503e-03 -0.9873547880
5 27 BodyAccJerk.Z.1     -9.851114e-01 -0.9882082623
5 27 BodyAccJerkMag      -9.853476e-01 -0.9841590897
5 27 BodyAccMag          -9.727533e-01 -0.9663601145
5 27 BodyAccMag.1        -9.731862e-01 -0.9675291051
5 27 BodyBodyAccJerkMag  -9.841516e-01 -0.9830222776
5 27 BodyBodyGyroJerkMag -9.894185e-01 -0.9885790920
5 27 BodyBodyGyroMag     -9.755256e-01 -0.9654001703
5 27 BodyGyro.X          -2.673165e-02 -0.9699020075
5 27 BodyGyro.X.1        -9.701496e-01 -0.9702218364
5 27 BodyGyro.Y          -6.750712e-02 -0.9824989911
5 27 BodyGyro.Y.1        -9.837319e-01 -0.9818577573
5 27 BodyGyro.Z           7.168415e-02 -0.9812818070
5 27 BodyGyro.Z.1        -9.808625e-01 -0.9831050489
5 27 BodyGyroJerk.X      -9.876051e-02 -0.9826424495
5 27 BodyGyroJerk.Y      -4.174718e-02 -0.9907980079
5 27 BodyGyroJerk.Z      -5.140392e-02 -0.9889703575
5 27 BodyGyroJerkMag     -9.895321e-01 -0.9888197840
5 27 BodyGyroMag         -9.687030e-01 -0.9656933340
5 27 GravityAcc.X         9.653515e-01 -0.9940121629
